sid,course,term,grade
101568,LTEC 3120,Spring 2024,B
102610,CSEC 4110,Spring 2024,B
106856,CSEC 3220,Spring 2025,C
106359,CSEC 4110,Fall 2024,C
103976,INFO 1100,Spring 2025,A
109745,ITEC 3010,Spring 2025,B
109305,DSCI 4160,Fall 2023,A
103586,INFO 2200,Spring 2024,B
105635,INFO 1100,Fall 2024,C
106731,INFO 3600,Spring 2025,W
105936,LTEC 3120,Spring 2025,A
103613,INFO 2600,Spring 2025,B
102069,INFO 3340,Fall 2024,A
100173,INFO 2200,Spring 2025,A
109133,DSCI 4160,Spring 2025,F
108497,DSCI 4160,Fall 2024,A
101768,DSCI 4160,Spring 2025,D
105134,CSEC 2100,Fall 2023,C
106911,CSEC 4110,Spring 2025,B
104243,INFO 2200,Fall 2024,A
101759,ITEC 2010,Fall 2024,A
105217,DSCI 3210,Spring 2024,C
103919,INFO 1100,Spring 2025,B
101013,INFO 1100,Spring 2024,A
103842,INFO 1100,Fall 2024,W
101673,INFO 3600,Fall 2023,B
105600,CSEC 2100,Spring 2025,C
103274,LTEC 2100,Fall 2024,B
106328,CSEC 2100,Fall 2023,B
101546,INFO 1100,Fall 2024,B
107644,INFO 1100,Spring 2025,C
102925,CSEC 2100,Spring 2025,A
103859,CSEC 2100,Spring 2025,C
104641,CSEC 3220,Fall 2023,B
108800,BUAN 2010,Spring 2025,D
108485,ITEC 2010,Fall 2023,C
108818,INFO 1100,Fall 2024,A
101266,BUAN 3310,Spring 2025,B
106835,INFO 2200,Spring 2025,D
101222,INFO 1100,Spring 2024,W
104972,CSEC 3220,Fall 2023,B
109617,INFO 1100,Fall 2023,A
109354,INFO 1100,Fall 2024,D
106391,INFO 3340,Fall 2023,A
100381,INFO 2200,Fall 2024,A
108701,INFO 1100,Spring 2024,B
109714,ITEC 3010,Fall 2024,W
106890,INFO 2600,Spring 2024,C
101359,LTEC 2100,Fall 2024,A
109178,CSEC 4110,Fall 2024,A
105414,CSEC 2100,Spring 2024,C
103932,INFO 1100,Spring 2024,C
105300,INFO 1100,Spring 2025,B
107341,CSEC 3220,Fall 2024,B
104641,CSEC 4110,Fall 2024,A
104102,LTEC 2100,Fall 2023,C
108387,ITEC 3010,Spring 2024,B
103109,INFO 2200,Spring 2025,B
107855,INFO 1100,Fall 2023,C
105896,INFO 1100,Spring 2024,B
107983,CSEC 4110,Spring 2025,A
100182,INFO 2200,Fall 2023,F
103827,CSEC 2100,Fall 2024,B
103237,INFO 2600,Fall 2024,F
103298,INFO 1100,Spring 2024,A
103098,CSEC 3220,Fall 2023,A
105762,INFO 2200,Spring 2024,B
106171,ITEC 2010,Spring 2024,C
105958,INFO 1100,Spring 2024,D
105217,INFO 2200,Spring 2024,F
100647,DSCI 3210,Spring 2025,A
108077,INFO 1100,Spring 2025,C
104513,INFO 1100,Spring 2025,A
101186,INFO 1100,Fall 2024,D
107715,CSEC 2100,Fall 2023,B
103459,INFO 2200,Fall 2023,A
100210,INFO 1100,Fall 2024,B
102108,CSEC 2100,Spring 2024,C
109411,INFO 1100,Spring 2024,A
103888,INFO 3600,Spring 2025,W
108281,ITEC 2010,Spring 2025,C
101523,INFO 2200,Spring 2024,B
107496,INFO 1100,Spring 2024,C
103050,INFO 2200,Fall 2024,C
100747,CSEC 2100,Spring 2025,C
100173,INFO 1100,Spring 2025,B
102889,LTEC 3120,Spring 2024,B
106645,INFO 3600,Fall 2023,B
101279,INFO 1100,Fall 2024,C
101175,CSEC 2100,Spring 2024,A
106122,DSCI 4160,Fall 2023,D
108033,INFO 3340,Fall 2023,C
106319,INFO 4300,Spring 2024,B
105853,CSEC 3220,Fall 2023,D
102955,INFO 1100,Spring 2024,D
106311,INFO 2200,Spring 2025,C
105475,INFO 1100,Fall 2023,A
102147,INFO 1100,Spring 2024,A
101798,INFO 1100,Fall 2024,D
109482,INFO 1100,Spring 2025,A
106863,INFO 2600,Fall 2023,D
102434,CSEC 2100,Spring 2025,D
109558,INFO 1100,Fall 2024,A
104249,CSEC 4110,Spring 2025,B
108928,INFO 1100,Fall 2023,C
100404,DSCI 3210,Fall 2023,B
107154,CSEC 2100,Spring 2024,D
106695,INFO 2200,Fall 2023,A
107242,DSCI 4160,Spring 2024,A
100442,INFO 2200,Spring 2025,B
107223,INFO 2200,Fall 2024,D
104389,BUAN 3310,Spring 2025,A
105635,DSCI 3210,Spring 2024,B
101753,CSEC 4110,Fall 2023,F
103550,CSEC 3220,Fall 2024,B
106413,CSEC 2100,Spring 2024,C
105362,BUAN 2010,Spring 2024,B
104012,INFO 1100,Fall 2023,W
108047,BUAN 3310,Fall 2023,A
103478,INFO 2200,Spring 2024,A
103794,ITEC 2010,Fall 2024,B
106312,INFO 1100,Fall 2024,D
105205,CSEC 2100,Fall 2023,B
107907,INFO 2200,Fall 2024,F
100182,INFO 1100,Spring 2024,W
108181,INFO 2200,Spring 2024,W
109161,INFO 3600,Spring 2024,C
106667,INFO 3340,Spring 2024,C
103159,INFO 1100,Spring 2025,B
109872,INFO 1100,Fall 2024,B
109142,INFO 1100,Fall 2024,B
101067,INFO 4300,Fall 2023,B
108749,INFO 2600,Fall 2024,A
101680,INFO 2200,Fall 2024,W
106412,INFO 1100,Fall 2023,C
103415,INFO 2200,Fall 2023,B
103980,INFO 4300,Fall 2023,D
106667,DSCI 4160,Spring 2024,A
103613,INFO 1100,Fall 2024,A
107454,INFO 2200,Fall 2024,D
102300,INFO 2200,Fall 2023,D
104299,ITEC 2010,Spring 2025,A
105942,CSEC 2100,Spring 2025,A
104775,INFO 3340,Spring 2025,F
108502,LTEC 3120,Spring 2024,A
108816,INFO 4300,Spring 2024,C
107786,INFO 2600,Spring 2025,A
100021,DSCI 3210,Fall 2023,W
100905,CSEC 2100,Fall 2023,C
103377,CSEC 4110,Fall 2024,A
108334,DSCI 3210,Fall 2023,W
106054,INFO 2600,Spring 2025,B
108771,CSEC 2100,Fall 2024,B
101791,INFO 3600,Spring 2025,D
106904,BUAN 2010,Fall 2024,B
101580,CSEC 2100,Spring 2024,B
103478,INFO 1100,Fall 2024,B
101119,INFO 1100,Fall 2024,A
108041,INFO 2200,Fall 2024,F
103001,INFO 2600,Spring 2025,B
108361,CSEC 2100,Spring 2024,D
106708,INFO 1100,Fall 2023,F
102946,INFO 1100,Fall 2023,B
102691,INFO 2200,Fall 2023,B
100049,CSEC 4110,Spring 2024,B
104677,LTEC 3120,Spring 2025,C
107221,INFO 1100,Spring 2025,B
106031,CSEC 3220,Fall 2024,W
109389,INFO 2200,Fall 2023,D
108425,INFO 1100,Fall 2024,A
103646,INFO 1100,Fall 2024,B
100863,CSEC 4110,Spring 2024,C
106386,DSCI 3210,Fall 2024,D
104310,INFO 1100,Fall 2024,D
108817,INFO 1100,Fall 2024,C
101170,INFO 1100,Spring 2024,D
105784,INFO 1100,Fall 2023,B
103273,INFO 1100,Fall 2023,F
104973,CSEC 2100,Fall 2024,A
104823,INFO 2200,Fall 2024,C
102518,INFO 2600,Fall 2023,W
109502,ITEC 2010,Spring 2024,C
107651,INFO 1100,Fall 2023,A
109348,ITEC 2010,Spring 2025,W
100492,DSCI 3210,Fall 2024,F
100654,BUAN 2010,Fall 2023,F
106087,INFO 4300,Fall 2024,B
107349,INFO 1100,Fall 2024,D
102079,INFO 1100,Fall 2024,W
102608,INFO 2200,Fall 2023,F
100263,INFO 1100,Fall 2023,D
107049,INFO 1100,Fall 2023,B
106311,CSEC 4110,Fall 2024,A
104303,CSEC 4110,Fall 2024,A
104243,CSEC 3220,Fall 2023,C
104364,CSEC 2100,Spring 2024,B
109486,BUAN 3310,Fall 2024,C
101490,LTEC 3120,Spring 2025,F
102829,INFO 1100,Spring 2025,F
103888,INFO 1100,Fall 2023,B
101134,INFO 3600,Fall 2024,C
102006,INFO 3600,Fall 2024,C
108451,CSEC 4110,Spring 2025,B
100120,INFO 1100,Spring 2025,B
107437,INFO 2200,Fall 2024,D
103697,DSCI 3210,Spring 2025,B
103978,ITEC 2010,Fall 2024,A
101582,CSEC 4110,Spring 2025,B
105632,CSEC 4110,Spring 2024,C
107221,INFO 3600,Spring 2024,C
107178,INFO 2200,Spring 2024,W
107697,CSEC 4110,Fall 2024,B
103134,INFO 4300,Spring 2025,A
108145,DSCI 3210,Spring 2024,C
104831,INFO 1100,Spring 2025,B
106425,INFO 2200,Spring 2024,A
108316,DSCI 3210,Fall 2023,F
102667,INFO 2600,Fall 2023,A
101505,INFO 2200,Spring 2025,A
100315,INFO 2600,Fall 2023,F
107462,INFO 2600,Fall 2023,A
109592,CSEC 2100,Fall 2023,B
101141,INFO 2600,Spring 2024,C
101478,CSEC 2100,Spring 2025,C
102883,CSEC 2100,Spring 2024,A
101537,CSEC 2100,Fall 2024,B
104976,ITEC 2010,Fall 2024,B
109132,INFO 1100,Fall 2024,C
104228,CSEC 3220,Fall 2024,F
109502,INFO 2600,Fall 2024,A
100863,INFO 2200,Spring 2024,C
102024,INFO 2200,Fall 2024,A
108718,DSCI 3210,Spring 2025,W
108442,INFO 1100,Fall 2024,A
103923,ITEC 3010,Fall 2023,W
108424,CSEC 3220,Spring 2024,A
101460,CSEC 3220,Spring 2024,A
106784,INFO 1100,Spring 2025,B
104336,INFO 1100,Spring 2024,W
103896,LTEC 3120,Spring 2024,F
105952,INFO 2200,Fall 2024,B
104350,INFO 2600,Fall 2024,A
109762,ITEC 2010,Spring 2024,D
103536,INFO 2200,Fall 2023,W
104764,INFO 2200,Spring 2024,C
100026,DSCI 4160,Fall 2023,B
107448,INFO 2600,Spring 2024,A
107870,INFO 1100,Fall 2023,D
106046,INFO 1100,Spring 2025,C
104001,INFO 1100,Fall 2024,B
102518,INFO 4300,Fall 2024,B
101548,CSEC 3220,Spring 2024,D
102156,INFO 4300,Spring 2024,B
108628,CSEC 2100,Spring 2024,W
102841,ITEC 2010,Spring 2025,B
100243,INFO 4300,Spring 2025,C
108602,ITEC 3010,Spring 2024,A
101041,INFO 2200,Fall 2024,A
101686,CSEC 3220,Spring 2024,B
109891,INFO 3600,Spring 2025,F
107778,INFO 1100,Fall 2023,B
102983,INFO 3600,Fall 2024,B
108584,DSCI 3210,Spring 2025,B
100938,INFO 3600,Fall 2024,B
108976,INFO 2200,Spring 2025,A
109161,INFO 4300,Spring 2024,C
101474,CSEC 2100,Spring 2024,C
105806,CSEC 4110,Fall 2023,F
101450,CSEC 3220,Spring 2024,B
102331,ITEC 2010,Fall 2024,B
100922,INFO 2600,Spring 2025,C
109481,INFO 2200,Fall 2024,F
100573,ITEC 3010,Spring 2024,B
105413,INFO 4300,Fall 2023,A
106029,INFO 2200,Fall 2024,A
108019,INFO 1100,Spring 2025,A
104006,INFO 1100,Fall 2023,F
108281,ITEC 3010,Spring 2025,C
108961,INFO 3340,Spring 2024,C
107786,ITEC 2010,Fall 2024,F
104513,CSEC 2100,Fall 2024,B
106748,INFO 1100,Spring 2024,C
103815,CSEC 3220,Fall 2023,A
108331,INFO 2200,Fall 2024,B
108538,INFO 2600,Spring 2025,A
108138,CSEC 3220,Fall 2023,C
106544,INFO 2600,Fall 2023,C
103247,ITEC 2010,Fall 2023,A
102357,INFO 1100,Spring 2024,B
102475,INFO 3600,Spring 2024,A
106572,INFO 1100,Spring 2024,A
108652,ITEC 2010,Spring 2024,W
101730,ITEC 3010,Spring 2024,A
103039,INFO 2600,Fall 2023,D
102163,INFO 2600,Spring 2024,C
109383,LTEC 2100,Fall 2023,A
100654,BUAN 3310,Spring 2024,C
102451,CSEC 3220,Fall 2023,D
100927,DSCI 4160,Spring 2024,A
107340,INFO 2600,Fall 2024,B
106947,INFO 2600,Fall 2024,F
102916,CSEC 3220,Spring 2025,A
107296,INFO 1100,Fall 2023,C
104120,ITEC 2010,Fall 2024,B
105205,INFO 2200,Spring 2024,C
107729,INFO 1100,Spring 2024,C
101900,CSEC 2100,Fall 2023,A
105362,DSCI 3210,Fall 2023,W
103702,INFO 1100,Fall 2023,A
105402,CSEC 2100,Fall 2024,A
101857,INFO 2200,Fall 2024,C
101481,INFO 1100,Spring 2024,A
105518,INFO 1100,Spring 2024,B
104656,INFO 2200,Spring 2025,C
105477,INFO 1100,Fall 2024,B
101758,DSCI 3210,Spring 2025,B
109415,CSEC 4110,Spring 2025,B
103870,DSCI 4160,Spring 2024,C
100077,ITEC 2010,Spring 2025,A
104877,INFO 1100,Spring 2024,A
101582,INFO 2200,Fall 2024,F
100426,DSCI 3210,Spring 2024,B
104572,INFO 2600,Fall 2023,A
104576,INFO 1100,Fall 2023,C
106920,INFO 1100,Spring 2024,A
105551,ITEC 3010,Fall 2023,F
105450,CSEC 2100,Fall 2023,C
100148,INFO 1100,Fall 2024,A
105616,CSEC 2100,Fall 2023,A
101200,INFO 1100,Spring 2024,F
103054,INFO 2600,Spring 2024,W
103590,INFO 1100,Fall 2023,F
107222,CSEC 3220,Fall 2023,A
104440,INFO 1100,Fall 2023,A
102518,LTEC 2100,Spring 2024,C
105281,DSCI 3210,Fall 2024,C
101095,CSEC 4110,Fall 2024,A
102605,INFO 1100,Spring 2025,B
109363,INFO 1100,Spring 2025,A
104895,ITEC 2010,Spring 2024,D
103783,CSEC 2100,Fall 2024,B
106171,INFO 2600,Fall 2023,C
102731,DSCI 4160,Fall 2023,B
100053,INFO 4300,Spring 2025,W
100691,CSEC 2100,Spring 2024,B
104019,INFO 3600,Fall 2024,F
105847,DSCI 3210,Fall 2024,B
103557,INFO 1100,Spring 2025,B
103940,INFO 2600,Fall 2023,F
100133,INFO 2600,Fall 2023,B
102545,DSCI 3210,Fall 2023,C
105172,CSEC 4110,Fall 2024,A
100404,INFO 1100,Spring 2025,A
106313,CSEC 3220,Spring 2024,C
106619,INFO 2200,Fall 2024,B
102983,INFO 1100,Spring 2025,A
102815,INFO 2200,Fall 2023,A
109363,INFO 3340,Spring 2024,B
102069,DSCI 3210,Fall 2024,A
103290,INFO 1100,Spring 2024,D
106568,INFO 1100,Fall 2024,A
108144,INFO 2600,Spring 2025,C
106731,INFO 4300,Spring 2024,B
107993,BUAN 3310,Spring 2024,B
107878,INFO 2200,Fall 2024,B
100518,INFO 1100,Fall 2023,C
103481,INFO 3600,Fall 2024,A
101130,INFO 2600,Fall 2024,B
101713,DSCI 4160,Spring 2025,A
103120,INFO 4300,Spring 2024,B
101372,LTEC 3120,Fall 2023,F
105793,INFO 2200,Fall 2024,B
100291,INFO 2600,Spring 2024,D
105806,INFO 1100,Fall 2024,B
109608,INFO 4300,Spring 2025,W
105576,DSCI 3210,Fall 2024,B
102578,BUAN 3310,Fall 2024,C
104019,INFO 2200,Fall 2023,A
107194,CSEC 2100,Fall 2023,C
105526,INFO 4300,Spring 2024,A
105750,INFO 1100,Fall 2023,D
106832,ITEC 2010,Fall 2023,B
103144,INFO 1100,Fall 2023,C
102334,INFO 2600,Spring 2024,B
100485,LTEC 3120,Spring 2025,A
103110,CSEC 2100,Fall 2023,C
105676,INFO 2600,Fall 2023,C
104748,INFO 2200,Fall 2024,A
104231,INFO 2200,Spring 2024,A
105046,DSCI 3210,Fall 2024,B
108339,INFO 2200,Spring 2025,F
107042,CSEC 4110,Fall 2023,B
105461,INFO 2200,Fall 2024,B
103646,CSEC 2100,Spring 2025,C
101456,INFO 4300,Spring 2024,W
100073,DSCI 3210,Spring 2024,A
106002,INFO 3340,Fall 2023,B
105340,INFO 3600,Fall 2023,C
107315,INFO 1100,Spring 2024,C
102295,CSEC 4110,Fall 2024,A
100847,INFO 3600,Fall 2024,A
105029,ITEC 3010,Fall 2023,A
105982,CSEC 2100,Spring 2025,A
101478,CSEC 4110,Spring 2025,B
100549,INFO 4300,Spring 2025,D
108837,INFO 3600,Spring 2025,D
108312,LTEC 3120,Spring 2025,A
106412,CSEC 4110,Spring 2024,A
104825,INFO 1100,Spring 2025,A
108769,LTEC 3120,Fall 2023,B
100470,LTEC 3120,Spring 2025,F
100676,CSEC 3220,Spring 2025,F
101573,INFO 1100,Fall 2024,C
101299,CSEC 3220,Fall 2024,B
107862,INFO 2200,Spring 2024,C
102610,INFO 2200,Fall 2024,C
106625,INFO 3340,Spring 2024,C
102776,INFO 2200,Spring 2024,B
105618,INFO 1100,Fall 2023,B
108316,INFO 1100,Spring 2025,A
101081,CSEC 2100,Spring 2025,B
106359,INFO 1100,Fall 2024,A
100365,CSEC 2100,Spring 2024,D
106029,CSEC 4110,Spring 2024,A
101064,INFO 1100,Spring 2025,B
103997,INFO 1100,Fall 2024,W
107293,ITEC 3010,Fall 2024,F
104357,DSCI 3210,Fall 2023,A
104536,INFO 1100,Spring 2025,B
104748,DSCI 4160,Spring 2025,A
101630,INFO 1100,Spring 2024,W
105600,INFO 2200,Spring 2025,D
106257,INFO 3340,Fall 2023,B
109799,LTEC 2100,Spring 2025,B
103997,INFO 2200,Spring 2025,W
107216,BUAN 2010,Spring 2024,B
103471,DSCI 3210,Fall 2024,F
102373,CSEC 3220,Spring 2024,F
108599,BUAN 2010,Fall 2024,C
103058,INFO 3600,Spring 2024,F
105795,ITEC 3010,Spring 2024,A
105591,DSCI 3210,Fall 2023,A
107121,INFO 3600,Spring 2024,W
106164,INFO 2600,Spring 2025,C
103852,INFO 1100,Fall 2023,C
103247,INFO 2600,Spring 2025,B
103237,INFO 1100,Fall 2023,A
101568,LTEC 2100,Spring 2025,C
105924,BUAN 2010,Spring 2024,W
107322,INFO 1100,Spring 2024,A
109286,INFO 1100,Spring 2025,A
108184,CSEC 3220,Spring 2025,B
107251,INFO 1100,Spring 2024,C
105523,LTEC 3120,Fall 2023,B
103104,CSEC 2100,Fall 2024,A
103236,INFO 1100,Spring 2025,A
106245,INFO 2200,Fall 2024,A
101428,INFO 1100,Spring 2025,F
108470,CSEC 2100,Fall 2023,B
105875,INFO 4300,Fall 2024,B
101916,INFO 2600,Fall 2023,C
108281,CSEC 2100,Spring 2025,C
108311,INFO 1100,Fall 2023,F
101342,INFO 2200,Spring 2024,F
108520,INFO 1100,Fall 2023,W
100509,INFO 1100,Spring 2025,A
108652,CSEC 2100,Spring 2025,B
105309,INFO 3600,Fall 2023,A
108518,INFO 1100,Spring 2024,B
109820,INFO 2600,Fall 2024,A
100253,INFO 1100,Spring 2024,A
108271,CSEC 4110,Spring 2024,A
107990,BUAN 2010,Fall 2024,A
108560,BUAN 3310,Spring 2025,F
103481,INFO 2200,Fall 2023,A
100780,INFO 1100,Fall 2024,B
102963,INFO 3600,Fall 2024,A
109106,CSEC 4110,Spring 2024,B
101346,CSEC 4110,Fall 2023,F
101428,CSEC 2100,Fall 2024,B
106388,LTEC 2100,Spring 2024,B
100128,ITEC 2010,Fall 2024,B
109844,CSEC 3220,Spring 2024,C
108035,INFO 3600,Spring 2024,W
107519,INFO 1100,Fall 2024,B
105872,CSEC 3220,Spring 2024,B
102144,BUAN 3310,Fall 2023,F
102832,INFO 1100,Spring 2024,D
100053,INFO 1100,Spring 2025,F
101705,INFO 3340,Spring 2025,A
104759,CSEC 2100,Fall 2023,C
104593,INFO 1100,Fall 2023,F
102307,INFO 1100,Fall 2023,A
101055,INFO 1100,Fall 2024,B
106122,INFO 3340,Spring 2025,B
101701,INFO 2200,Spring 2025,B
100564,DSCI 3210,Spring 2025,C
104473,INFO 1100,Spring 2025,A
102705,BUAN 3310,Spring 2025,W
105037,INFO 1100,Fall 2024,F
100159,DSCI 3210,Fall 2024,B
102364,INFO 3600,Fall 2023,A
106007,INFO 1100,Fall 2024,A
104449,CSEC 2100,Spring 2025,A
107727,INFO 1100,Spring 2024,A
105932,BUAN 3310,Fall 2023,C
103054,LTEC 2100,Spring 2024,A
107288,LTEC 2100,Spring 2024,B
101469,INFO 1100,Fall 2023,B
106129,INFO 1100,Spring 2025,C
106605,BUAN 3310,Fall 2023,A
108416,INFO 1100,Fall 2024,C
100907,BUAN 3310,Fall 2023,F
108191,INFO 1100,Fall 2024,C
102547,INFO 1100,Fall 2023,B
104878,INFO 3600,Fall 2024,B
104072,INFO 1100,Spring 2025,A
101947,INFO 3340,Fall 2024,C
105616,INFO 2200,Spring 2024,B
108312,LTEC 2100,Fall 2023,W
102104,INFO 3340,Fall 2023,C
103273,INFO 2600,Spring 2024,A
109481,INFO 2600,Fall 2023,A
100630,ITEC 2010,Spring 2025,B
101004,INFO 2600,Spring 2024,W
102872,INFO 2200,Spring 2024,A
108725,ITEC 2010,Fall 2024,A
109966,INFO 3600,Fall 2023,C
107823,INFO 3340,Spring 2025,B
105906,INFO 1100,Spring 2025,C
104873,CSEC 3220,Fall 2024,C
108819,INFO 4300,Spring 2025,A
101080,INFO 2600,Fall 2024,B
109878,CSEC 4110,Fall 2023,B
105487,LTEC 2100,Spring 2025,C
106924,CSEC 4110,Fall 2023,B
101854,INFO 1100,Fall 2024,D
107513,BUAN 2010,Spring 2024,C
101338,INFO 1100,Fall 2023,A
107691,BUAN 3310,Fall 2024,B
106278,INFO 2200,Spring 2025,D
109778,DSCI 3210,Fall 2023,D
106473,CSEC 3220,Fall 2024,A
104612,INFO 1100,Spring 2025,C
109736,ITEC 2010,Spring 2025,C
108207,INFO 2200,Spring 2024,F
100056,BUAN 3310,Fall 2023,A
108099,INFO 1100,Spring 2024,W
100061,INFO 3600,Fall 2023,C
104152,INFO 2200,Fall 2023,B
108818,CSEC 2100,Spring 2024,B
103522,INFO 1100,Spring 2025,A
103471,DSCI 4160,Spring 2024,D
107941,INFO 1100,Spring 2025,A
105518,DSCI 3210,Spring 2024,F
109659,CSEC 2100,Spring 2024,C
100907,DSCI 3210,Fall 2023,C
104549,INFO 1100,Fall 2023,A
100327,INFO 1100,Spring 2024,A
107361,INFO 2200,Fall 2024,B
106905,INFO 1100,Fall 2023,B
105644,INFO 1100,Spring 2025,A
106941,CSEC 4110,Spring 2024,B
102438,INFO 1100,Spring 2025,A
108416,CSEC 4110,Fall 2024,B
107895,INFO 2600,Fall 2023,A
101282,CSEC 2100,Fall 2023,C
102369,INFO 2200,Fall 2024,C
109132,INFO 2200,Spring 2025,A
106623,CSEC 2100,Spring 2025,C
104993,INFO 4300,Spring 2024,A
101090,INFO 2600,Spring 2024,B
108813,CSEC 4110,Spring 2025,A
103012,ITEC 2010,Spring 2024,A
103275,INFO 4300,Fall 2023,C
107624,CSEC 2100,Fall 2024,F
107424,ITEC 3010,Fall 2023,C
106941,CSEC 3220,Spring 2025,A
107244,CSEC 3220,Spring 2025,A
103646,ITEC 2010,Fall 2024,A
101399,INFO 3600,Fall 2024,A
101966,INFO 2200,Spring 2024,C
105235,CSEC 4110,Fall 2023,C
105819,CSEC 2100,Fall 2024,F
101292,DSCI 4160,Spring 2025,B
108733,INFO 2600,Spring 2024,B
100474,CSEC 3220,Spring 2025,C
102828,DSCI 3210,Spring 2024,B
105906,INFO 4300,Fall 2023,C
105679,INFO 2600,Spring 2024,B
101857,DSCI 3210,Fall 2023,A
106313,CSEC 2100,Fall 2024,F
101572,BUAN 3310,Spring 2025,C
104034,INFO 1100,Spring 2025,B
100345,CSEC 2100,Spring 2024,B
101080,INFO 1100,Spring 2025,C
103984,DSCI 4160,Spring 2024,B
106342,BUAN 2010,Spring 2024,C
106692,INFO 2200,Fall 2023,C
100491,INFO 1100,Spring 2025,B
101537,INFO 1100,Spring 2024,C
104843,BUAN 3310,Fall 2023,A
103995,INFO 1100,Spring 2025,C
100931,INFO 2200,Spring 2025,B
100662,INFO 1100,Spring 2025,B
106976,INFO 2200,Fall 2023,A
109548,INFO 4300,Fall 2024,B
108268,INFO 4300,Spring 2024,B
101548,INFO 1100,Spring 2025,W
108392,INFO 4300,Spring 2024,C
100955,INFO 2200,Spring 2025,A
106997,INFO 3340,Spring 2025,A
108581,INFO 2200,Spring 2024,D
103976,ITEC 3010,Spring 2025,W
107535,ITEC 2010,Spring 2025,W
106194,INFO 2600,Spring 2025,A
109274,INFO 1100,Fall 2024,D
101539,INFO 1100,Spring 2025,B
101409,INFO 1100,Fall 2024,A
102437,CSEC 3220,Fall 2023,B
103786,BUAN 3310,Spring 2024,B
103708,LTEC 2100,Spring 2025,A
106936,CSEC 2100,Fall 2023,A
104686,CSEC 2100,Fall 2024,A
103374,INFO 2200,Spring 2025,A
102385,LTEC 2100,Fall 2023,B
108863,INFO 1100,Spring 2024,C
103248,CSEC 2100,Spring 2025,A
109956,INFO 2200,Spring 2025,B
103631,LTEC 2100,Fall 2023,B
106986,INFO 1100,Fall 2024,C
108816,LTEC 2100,Fall 2024,A
100262,DSCI 3210,Fall 2023,A
101141,INFO 1100,Fall 2024,B
101710,INFO 3600,Fall 2024,A
106213,INFO 1100,Fall 2024,C
105485,INFO 4300,Fall 2024,C
102079,CSEC 3220,Spring 2024,A
106936,INFO 1100,Spring 2025,A
104529,CSEC 3220,Fall 2024,A
109465,INFO 3340,Fall 2023,B
100404,INFO 2200,Fall 2024,C
106600,INFO 3340,Spring 2025,B
106356,BUAN 3310,Spring 2024,C
103477,INFO 2200,Spring 2024,B
102424,CSEC 2100,Fall 2023,C
100301,INFO 2600,Spring 2024,A
108303,INFO 2600,Fall 2023,D
105284,INFO 1100,Spring 2025,B
105037,INFO 4300,Fall 2024,C
102105,INFO 1100,Fall 2023,A
101866,INFO 2600,Spring 2024,A
107671,INFO 1100,Spring 2025,D
100113,INFO 4300,Fall 2023,D
103420,INFO 2600,Fall 2024,W
103977,INFO 3340,Spring 2024,B
106589,INFO 1100,Spring 2025,C
100367,CSEC 2100,Fall 2024,F
108145,INFO 1100,Spring 2025,B
109680,INFO 2200,Spring 2025,A
102032,INFO 1100,Fall 2024,F
104056,INFO 2200,Spring 2024,C
103278,CSEC 2100,Fall 2023,F
103374,DSCI 3210,Spring 2024,D
101652,INFO 4300,Spring 2024,B
109747,INFO 2600,Spring 2025,C
107627,INFO 1100,Spring 2024,A
100482,INFO 2200,Fall 2023,C
101091,CSEC 3220,Fall 2023,C
108130,DSCI 4160,Fall 2023,A
102944,INFO 1100,Spring 2024,A
107710,LTEC 2100,Spring 2024,F
102434,ITEC 2010,Spring 2024,B
100132,INFO 3340,Fall 2023,D
100518,CSEC 2100,Fall 2023,C
108313,INFO 3340,Fall 2023,C
108303,CSEC 2100,Spring 2025,B
106544,INFO 1100,Spring 2025,A
101317,INFO 2600,Fall 2023,D
107999,INFO 1100,Fall 2024,C
101080,INFO 4300,Spring 2024,A
106629,LTEC 2100,Spring 2025,C
109740,INFO 1100,Fall 2023,D
102104,DSCI 4160,Spring 2025,A
103857,INFO 1100,Fall 2023,A
103340,INFO 1100,Fall 2023,A
107965,CSEC 2100,Fall 2023,B
102671,CSEC 4110,Fall 2023,D
108110,INFO 1100,Fall 2023,B
108339,INFO 3600,Fall 2023,B
103852,INFO 3600,Spring 2024,C
100343,CSEC 2100,Fall 2024,C
108015,INFO 1100,Fall 2023,B
104358,INFO 4300,Fall 2024,D
109845,INFO 1100,Spring 2024,B
100183,ITEC 2010,Spring 2024,B
103657,ITEC 2010,Fall 2023,A
109389,CSEC 2100,Fall 2023,B
101505,CSEC 2100,Fall 2024,A
109603,LTEC 3120,Fall 2023,A
102342,INFO 1100,Fall 2023,B
103466,INFO 1100,Spring 2025,B
100549,INFO 2600,Fall 2023,B
106954,CSEC 2100,Fall 2023,B
108004,INFO 1100,Spring 2024,A
108265,INFO 2600,Spring 2025,B
109852,LTEC 2100,Fall 2023,A
104592,INFO 1100,Spring 2025,D
103998,CSEC 3220,Fall 2023,F
100299,INFO 2600,Spring 2024,A
106734,INFO 4300,Spring 2025,C
104142,INFO 1100,Spring 2024,B
107510,INFO 1100,Fall 2024,W
101163,INFO 2200,Fall 2024,B
104695,CSEC 4110,Fall 2023,B
108147,INFO 2200,Fall 2024,B
102074,BUAN 2010,Spring 2024,A
104825,CSEC 3220,Spring 2025,A
103896,INFO 4300,Fall 2024,D
107941,INFO 2600,Fall 2024,C
