student_id,major,age,housing,commute_miles,work_hours_per_week,advisor_meetings,credits_attempted,final_gpa,study_hours_reported,enrollment_date,dropped_out
NU-102656,Information Science,24,Off-Campus,1.4,18,2,29,3.33,13.4,2022-09-23,1
NU-100028,Information Technology,32,On-Campus,9.8,10,0,128,2.9,18.5,2024-05-19,1
NU-106731,Information Science,19,on-campus,44.7,35,0,28,1.01,,12/09/2022,0
NU-100927,Data Science,22,On-Campus,14.5,15,5,54,3.67,18.3,11/13/2023,0
NU-108243,Business Analytics,22,Off-Campus,25.3,20,4,60,2.46,7.7,10/10/2022,0
NU-104296,Business Analytics,28,with family,35.2,25,2,75,1.91,8.7,10/09/2022,0
NU-107282,Information Science,23,Off-Campus,13.1,0,2,74,2.01,3.3,12/12/2023,1
NU-101747,Information Technology,32,On-Campus,18.5,10,2,46,2.8,13.7,08/28/2022,0
NU-100951,Data Science,26,Off-Campus,4.1,20,1,61,1.91,9.8,11/04/2022,1
NU-102925,Cybersecurity,25,With Family,12.3,30,3,17,2.55,10.8,11/03/2022,1
NU-108129,Information Technology,25,off campus,5.7,28,0,34,2.89,9.6,03/28/2024,0
NU-103274,Learning Technologies,24,On-Campus,79.1,20,0,59,0.57,1.4,2023-12-11,0
NU-107204,Information Technology,24,Off-Campus,24.6,28,1,70,1.51,,11/25/2022,0
NU-108863,Cybersecurity,23,With Family,13.8,30,4,67,2.47,12.6,2022-09-22,0
NU-101461,Information Technology,26,Off-Campus,11.6,5,2,69,2.95,10.2,11/09/2022,0
NU-103004,Data Science,29,With Family,1.5,20,2,83,3.35,15.2,04-Oct-2022,0
NU-108493,Information Technology,22,On-Campus,22.9,18,3,40,2.13,,09/13/2023,0
NU-102589,Learning Technologies,27,off campus,7.0,20,0,73,2.21,10.3,2023-09-08,0
NU-104857,Data Science,30,Off-Campus,15.5,18,2,71,2.5,11.3,09/15/2023,0
NU-106254,Data Science,23,On-Campus,10.4,15,3,56,2.57,10.7,09/29/2022,0
NU-103829,Data Science,23,On-Campus,16.3,18,1,33,1.4,9.4,03/29/2024,0
NU-103664,Cybersecurity,26,Off-Campus,14.6,25,1,44,2.7,15.8,03/10/2024,0
NU-109395,Information Technology,25, On-Campus,5.3,18,5,45,2.28,12.8,10/29/2022,0
NU-102731,Data Science,30,Off-Campus,30.0,0,5,40,2.51,8.0,2022-10-22,0
NU-100664,Information Technology,22,on-campus,10.3,12,2,63,1.89,8.8,11/20/2022,1
NU-105594,Business Analytics,23,With Family,26.6,10,1,89,1.47,,04/10/2024,1
NU-103574,Cybersecurity,33,with family,29.0,28,1,38,2.22,,03/22/2024,0
NU-109639,Information Technology,22,Off-Campus,4.1,10,3,34,2.62,15.0,08/23/2022,0
NU-105806,Cybersecurity,23,On-Campus,5.0,30,2,73,2.93,12.3,04/14/2024,0
NU-104646,Cybersecurity,27,off campus,5.9,35,1,85,2.11,10.7,08-Nov-2022,0
NU-105798,Cybersecurity,32,Off-Campus,8.0,18,4,15,2.38,11.0,20-Nov-2022,0
NU-100007,Cybersecurity,28,Off-Campus,16.2,15,0,12,1.45,,11/13/2023,1
NU-105520,Information Technology,23,Off-Campus,8.7,15,0,59,1.91,8.9,11/16/2022,1
NU-101078,Data Science,28,Off-Campus,15.5,30,1,37,2.24,2.8,10/16/2022,0
NU-101686,Cybersecurity,20,Off-Campus,12.7,35,2,53,2.22,10.5,05/07/2024,0
NU-105952,Cybersecurity,23,With Family,4.7,20,1,46,1.53,3.0,05/11/2024,1
NU-104969,Data Science,25,Off-Campus,5.2,12,2,31,2.61,12.9,12/09/2023,0
NU-106814,Data Science,31,Off-Campus,3.8,15,4,101,3.32,13.3,03/24/2024,0
NU-101672,DataScience,25, On-Campus,13.8,30,1,12,1.96,,10/12/2022,0
NU-104934,Data Science,29,Off-Campus,6.1,5,3,62,2.83,16.7,27-Sep-2022,0
NU-109443,Data Science,34,With Family,34.3,0,1,26,3.05,9.1,04/19/2024,0
NU-100385,Data Science,25,With Family,12.0,10,3,75,1.16,3.6,10/15/2023,0
NU-108213,Cybersecurity,31,Off-Campus,3.7,28,1,59,1.74,,11/13/2022,0
NU-109188,Information Science,24,On-Campus,3.5,5,2,37,2.81,14.6,2022-08-28,1
NU-101095,Cybersecurity,33,Off-Campus,13.7,15,3,65,2.49,13.2,03/02/2024,0
NU-109899,Data Science,24,Off-Campus,3.5,20,4,29,3.32,12.3,11/01/2023,0
NU-105216,Information Technology,23,Off-Campus,13.8,10,2,0,2.75,8.8,08/29/2023,0
NU-101390,Business Analytics,26,off campus,5.0,25,4,73,2.27,,07-Dec-2022,1
NU-108303,Information Technology,24,On-Campus,13.5,40,1,21,2.6,13.1,02/18/2024,0
NU-109254,Data Science,24,Off-Campus,4.0,0,0,39,2.78,8.5,09/06/2023,0
NU-105705,Cybersecurity,28,On-Campus,9.7,28,2,83,1.78,4.7,09/10/2022,0
NU-107058,Cybersecurity,25,With Family,10.4,12,2,38,3.08,16.5,2023-08-22,0
NU-100591,Learning Technologies,22,with family,17.3,18,3,94,2.54,16.3,2024-05-28,0
NU-106031,Cybersecurity,25,with family,14.8,0,2,57,2.06,,2024-02-14,0
NU-101081,Information Technology,27,With Family,5.4,5,2,84,2.72,9.8,11/06/2022,0
NU-102268,Cybersecurity,22,With Family,1.5,15,2,81,2.67,10.6,09/10/2023,0
NU-103279,Learning Technologies,34,Off-Campus,2.1,18,1,32,2.81,14.1,2024-03-30,1
NU-105784,Cybersecurity,23,Off-Campus,5.2,5,3,45,2.51,12.0,02/29/2024,0
NU-104543,Business Analytics,21,Off-Campus,1.7,18,0,47,2.22,6.1,10/18/2022,0
NU-108520,Learning Technologies,21, On-Campus,7.5,10,3,32,2.28,11.5,05/26/2024,0
NU-100808,Business Analytics,27,With Family,11.2,5,3,45,2.8,14.3,13-Sep-2022,0
NU-107540,Information Science,23,With Family,29.9,28,1,16,1.12,1.5,10/18/2022,0
NU-109088,Learning Technologies,23,On-Campus,11.6,12,3,71,1.9,7.2,03/03/2024,0
NU-109548,Learning Technologies,28,With Family,5.4,15,2,23,2.48,12.0,04/16/2024,0
NU-100255,Cybersecurity,23,Off-Campus,22.3,15,0,51,1.93,10.5,10/30/2022,0
NU-108933,Data Science,24,With Family,4.2,40,3,59,0.0,4.0,2024-05-14,0
NU-105060,Cybersecurity,23,With Family,15.0,40,1,75,2.37,7.5,11/21/2022,1
NU-106573,Data Science,24,On-Campus,11.3,20,1,35,1.77,2.0,10/24/2022,0
NU-100015,Information Science,26,Off-campus,7.2,25,4,69,2.96,15.7,03/11/2024,0
NU-103917,Business Analytics,26,Off-Campus,30.6,5,2,29,1.57,3.3,04/09/2024,0
NU-106901,Data Science,25,On-Campus,3.4,25,0,24,1.99,7.3,04/23/2024,0
NU-102588,Cybersecurity,29,With Family,5.0,25,1,67,2.04,,03/17/2024,0
NU-101911,Cybersecurity,20,with family,20.9,5,1,28,0.99,4.2,09/06/2022,0
NU-104823,Business Analytics,24,Off-Campus,4.5,20,0,79,2.66,3.7,2024-03-14,0
NU-105046,Business Analytics,27,On-Campus,6.6,18,4,0,2.75,11.3,10/16/2022,0
NU-108793,Data Science,20,On-Campus,5.8,18,5,13,2.73,11.9,03/05/2024,1
NU-101960,Learning Technologies,33,With Family,16.7,10,2,47,1.7,7.8,10/25/2022,0
NU-106904,Business Analytics,28,Off-campus,14.2,10,3,20,1.74,7.0,2024-04-02,0
NU-109499,Learning Technologies,30,Off-Campus,2.3,5,2,86,2.62,14.0,03/22/2024,0
NU-107166,Cybersecurity,24,Off-Campus,11.7,15,5,105,3.25,19.8,11/24/2022,1
NU-101338,Information Technology,24,Off-Campus,7.5,12,0,72,2.56,11.8,2022-11-08,0
NU-107016,Business Analytics,21,With Family,8.0,25,5,24,2.54,13.8,11/20/2023,0
NU-108039,DataScience,23,Off-Campus,19.3,40,3,58,1.82,8.7,2024-04-23,0
NU-105607,Business Analytics,25,Off-Campus,16.9,20,1,0,1.13,,09/11/2023,0
NU-102090,Information Technology,27,Off-campus,12.4,30,4,80,1.97,7.3,12-May-2024,0
NU-109844,Cybersecurity,23,Off-Campus,4.7,0,5,69,2.49,17.5,01/31/2024,0
NU-107496,Cybersecurity,20,With Family,4.4,10,2,87,2.3,10.3,10/18/2023,1
NU-106832,Information Technology,23,Off-Campus,12.4,18,5,60,3.27,13.3,05/04/2024,0
NU-104549,Cybersecurity,21,On-Campus,13.0,18,2,84,2.96,13.7,2023-12-08,0
NU-103984,DataScience,24,With Family,25.7,5,1,19,2.03,6.3,21-Aug-2023,1
NU-108184,Cybersecurity,23,On-Campus,22.3,10,2,64,2.11,2.7,08/29/2023,0
NU-104408,Cyber Security,24,Off-Campus,11.7,5,1,21,1.53,8.1,10/15/2023,0
NU-104924,Cybersecurity,26,With Family,4.5,5,4,93,3.22,13.6,2024-05-10,0
NU-101781,Learning Technologies,24,With Family,29.0,5,0,33,2.89,12.8,28-Mar-2024,1
NU-107974,Business Analytics,28,Off-Campus,2.7,12,1,84,2.32,10.6,2024-05-18,0
NU-102239,Business Analytics,199,On-Campus,16.9,0,2,0,1.54,6.0,11/17/2023,0
NU-106863,Information Science,24,Off-Campus,26.2,35,0,58,1.94,7.3,02/26/2024,0
NU-108599,Business Analytics,20,With Family,28.7,20,2,62,0.88,4.8,10/04/2022,0
NU-105450,Cybersecurity,25,On-Campus,5.7,18,5,69,2.46,14.5,10/19/2023,0
NU-106273,Business Analytics,23,With Family,33.4,0,3,36,2.0,17.3,2023-10-20,1
NU-105259,Information Science,28,Off-Campus,3.1,0,1,25,1.65,,11/09/2022,0
NU-100521,Cybersecurity,26,With Family,11.1,12,0,54,2.46,12.1,2022-12-08,0
NU-102956,Cybersecurity,27,Off-Campus,7.9,15,2,78,2.58,10.4,09/05/2022,0
NU-107624,Info Technology,24,With Family,2.2,10,2,89,2.36,9.1,01-Nov-2022,0
NU-107900,Cybersecurity,24,off campus,1.7,28,2,41,1.34,6.1,02/06/2024,0
NU-105420,Cybersecurity,21,Off-Campus,15.3,15,1,36,1.81,,2023-12-05,0
NU-105797,Data Science,27,Off-Campus,1.3,10,0,55,3.11,14.0,2024-03-21,0
NU-104641,Cybersecurity,32,Off-Campus,10.9,28,2,31,2.31,9.7,04/30/2024,0
NU-102147,Information Technology,24,With Family,10.2,10,0,50,2.7,,12/10/2022,0
NU-106475,Information Science,24,With Family,15.9,12,3,44,1.89,8.0,2022-10-13,0
NU-105365,Data Science,19,Off-Campus,10.1,35,3,64,2.81,11.6,04-Nov-2022,1
NU-102373,Cybersecurity,24,With Family,11.5,30,1,67,1.81,7.9,09/20/2022,0
NU-100493,Information Science,22,With Family,21.1,12,5,76,3.2,13.2,2024-05-22,0
NU-109274,Information  Science,25,Off-Campus,0.3,18,3,39,2.25,7.1,09/24/2022,0
NU-101441,Cybersecurity,24,Off-campus,3.4,0,3,78,3.04,6.9,2023-11-09,0
NU-106794,Business Analytics,25,On-Campus,6.0,12,2,54,1.99,8.7,03/28/2024,0
NU-101064,Business Analytics,25,Off-Campus,7.9,10,3,66,2.59,11.9,2023-10-20,0
NU-107223,Cybersecurity,23,Off-Campus,1.0,0,1,14,3.42,16.3,28-Aug-2022,0
NU-109714,Information Technology,35,With Family,2.5,18,3,45,2.84,12.4,03/23/2024,0
NU-104980,Information Science,29,Off-Campus,1.9,25,2,64,3.15,13.6,11/22/2022,0
NU-106708,Information Technology,27,With Family,9.9,0,4,56,3.02,13.6,20-Oct-2023,0
NU-103928,Cybersecurity,24,With Family,9.7,12,2,0,2.79,14.8,2024-05-06,0
NU-103604,Business Analytics,24,On-Campus,5.1,5,3,85,2.5,8.5,11/21/2022,0
NU-100343,Information Technology,23,With Family,12.4,10,2,80,3.53,,08/23/2023,0
NU-101499,Cybersecurity,28, On-Campus,3.3,18,3,61,2.77,14.5,2022-09-16,1
NU-104864,Information Technology,28,Off-Campus,8.4,25,0,64,2.77,9.5,05/04/2024,0
NU-106412,Cybersecurity,25,On-Campus,6.1,20,1,72,2.39,10.1,04-Nov-2022,0
NU-108725,Information Technology,26,Off-Campus,8.7,18,3,67,1.68,6.1,05/10/2024,1
NU-108077,Learning Technologies,22,Off-Campus,8.1,40,0,88,1.53,3.2,2023-10-03,0
NU-108817,Information Science,24,Off-Campus,6.1,-10,5,16,2.73,12.0,2022-10-11,0
NU-104350,Information Technology,26,Off-Campus,22.6,35,3,39,2.54,9.4,11/16/2023,0
NU-106386,Data Science,22,With Family,28.2,25,0,33,2.41,5.9,07-Mar-2024,1
NU-109077,Information Science,30,Off-Campus,9.2,40,1,35,1.79,7.6,2024-05-25,1
NU-107556,Data Science,27,On-Campus,26.2,20,0,41,1.3,0.5,02/28/2024,1
NU-106567,Cyber Security,22,Off-Campus,1.3,25,3,28,3.11,12.8,11/20/2022,0
NU-109694,Business Analytics,28,Off-Campus,4.8,15,0,54,3.19,13.6,08/28/2022,1
NU-101282,Cybersecurity,25,Off-Campus,2.0,18,3,44,3.36,15.5,2022-09-05,1
NU-101567,Cybersecurity,21,On-Campus,9.5,35,4,58,2.78,14.3,10/29/2023,1
NU-103880,DataScience,35,Off-Campus,6.6,28,6,59,2.76,10.2,03/10/2024,0
NU-108141,Cybersecurity,27,Off-Campus,15.9,15,4,58,2.56,9.2,12/07/2023,1
NU-100683,Cybersecurity,23,On-Campus,19.1,30,0,67,1.7,9.9,10/23/2022,0
NU-108062,Data Science,24,Off-Campus,3.8,0,2,53,2.71,10.5,11/05/2022,0
NU-100725,Data Science,21,On-Campus,10.3,10,4,31,3.61,17.5,04/24/2024,0
NU-100866,Cybersecurity,25,With Family,2.9,15,2,48,2.61,12.2,10/13/2023,0
NU-104249,Cybersecurity,26,Off-Campus,18.0,10,1,23,2.41,12.7,08/29/2022,0
NU-106087,Information Science,20,off campus,20.0,12,2,46,2.18,10.8,2022-10-26,0
NU-104559,Data Science,23,on-campus,16.2,25,2,27,2.35,8.6,04/24/2024,1
NU-103377,Cybersecurity,24,With Family,26.3,15,1,36,2.68,11.2,16-May-2024,0
NU-101399,Information Science,28,Off-Campus,3.0,20,0,31,2.33,12.3,2024-05-15,0
NU-100308,Information Science,30,Off-Campus,5.2,0,5,46,2.87,12.6,05/01/2024,1
NU-105261,Business Analytics,29,off campus,17.4,28,2,56,1.63,,12/09/2022,0
NU-102247,Cybersecurity,26,On-Campus,44.9,0,1,60,2.99,11.9,16-Feb-2024,0
NU-101709,Business Analytics,24,With Family,6.7,35,2,62,2.14,8.7,05/15/2024,0
NU-103815,Cybersecurity,26,with family,10.4,5,4,110,2.7,13.5,12/02/2022,0
NU-103156,Cybersecurity,27,Off-Campus,17.7,15,5,13,2.24,7.5,06-Mar-2024,0
NU-102610,Cybersecurity,25,Off-Campus,8.6,25,2,60,1.71,8.8,12/06/2022,0
NU-102572,DataScience,21,Off-Campus,5.0,15,0,89,2.31,9.0,05/26/2024,0
NU-104124,Data Science,24,Off-Campus,6.8,5,3,83,2.04,7.7,05-Dec-2022,0
NU-109441,Information Technology,29,On-Campus,12.0,0,1,102,1.55,12.8,2023-10-16,1
NU-103733,Data Science,23,Off-Campus,20.3,5,2,69,2.05,11.1,11/13/2023,1
NU-100056,Business Analytics,27,with family,23.3,0,2,43,1.1,2.7,12/01/2022,1
NU-107548,Business Analytics,25,Off-campus,9.4,15,6,79,2.38,10.0,10/30/2022,0
NU-107446,Business Analytics,19,off campus,18.7,30,1,11,1.72,7.5,10/22/2022,0
NU-103421,Information Technology,28,Off-Campus,2.8,5,2,88,3.06,9.9,2022-09-29,0
NU-108961,Data Science,20,Off-Campus,20.4,0,1,29,2.17,7.7,04/28/2024,0
NU-107400,Information Technology,25,On-Campus,6.5,28,0,31,1.57,0.6,11/13/2022,1
NU-101903,Information Science,23,With Family,5.7,18,7,53,3.08,18.6,12/20/2022,0
NU-104677,Learning Technologies,33,On-Campus,21.4,35,0,65,2.31,,10/29/2022,0
NU-108331,Cybersecurity,25,On-Campus,4.6,10,0,32,2.14,8.9,12/15/2023,0
NU-104034,Cybersecurity,26,On-Campus,6.2,5,0,53,2.69,13.4,28-Aug-2022,0
NU-104524,Learning Technologies,25,Off-Campus,17.6,12,6,62,2.37,6.9,02/01/2024,1
NU-109355,Info Technology,32,Off-Campus,1.6,20,2,45,2.17,,11/06/2022,0
NU-105335,Learning Technologies,19,With Family,15.8,5,2,60,2.81,13.6,20-Nov-2023,0
NU-100938,Information Science,21,With Family,16.8,30,1,15,1.17,,08/23/2022,0
NU-108293,Information  Science,25,On-Campus,5.8,10,2,73,2.93,9.4,20-Sep-2022,0
NU-101323,Information Technology,34,With Family,5.4,0,3,36,3.33,18.2,2024-04-12,0
NU-107381,Business Analytics,21,On-Campus,28.2,5,0,67,1.41,5.0,20-Sep-2022,1
NU-101485,Data Science,25,On-Campus,8.9,10,3,36,2.56,10.8,2022-11-29,1
NU-108406,Data Science,21,Off-Campus,1.7,0,2,49,3.18,11.6,08/23/2022,1
NU-100586,Information Technology,23,With Family,4.4,35,4,55,2.52,8.8,2024-05-25,1
NU-105932,Business Analytics,33,With Family,19.0,18,0,55,2.05,6.4,09/13/2022,0
NU-100482,Data Science,19,On-Campus,2.7,5,0,99,3.45,18.2,09/19/2022,0
NU-103415,Data Science,18,On-Campus,5.5,0,0,57,3.29,12.0,2024-04-19,0
NU-108819,Learning Technologies,31,with family,10.2,40,1,45,2.24,7.0,10/11/2022,0
NU-103852,Information Science,27,Off-Campus,3.7,28,5,63,2.01,,06-Nov-2022,0
NU-100168,Learning Technologies,25,Off-Campus,9.7,5,4,28,3.24,17.8,2024-02-09,0
NU-106625,DataScience,22,Off-Campus,19.8,18,2,37,2.14,8.7,08/30/2022,1
NU-103480,Cyber Security,25, On-Campus,10.5,10,2,24,2.86,12.2,12/09/2023,0
NU-103733,Data Science,23,Off-Campus,20.3,5,2,69,2.05,11.1,11/13/2023,1
NU-104558,Information Technology,28,with family,16.7,10,2,59,1.27,8.8,08/28/2022,0
NU-109354,Business Analytics,24,With Family,4.8,0,4,63,3.5,12.0,03/24/2024,0
NU-107244,Cyber Security,26,On-Campus,25.8,10,3,47,2.5,14.9,2024-04-17,0
NU-108999,Information Science,21,On-Campus,10.7,30,2,51,2.33,14.9,2023-09-29,0
NU-103573,Information Technology,23,Off-Campus,2.8,30,1,7,2.53,10.7,21-Nov-2023,0
NU-101837,Info Technology,26,Off-Campus,24.7,15,1,71,1.83,7.7,10/22/2023,0
NU-106838,Cybersecurity,23, On-Campus,5.0,0,3,39,2.96,16.4,15-Nov-2022,0
NU-101594,Info Technology,23,Off-Campus,9.4,12,0,14,1.87,12.5,10/22/2022,1
NU-109133,Data Science,29,On-Campus,1.3,10,5,61,3.68,18.2,2022-12-17,0
NU-107425,Learning Technologies,24,Off-Campus,32.1,25,1,25,1.78,6.4,10/19/2022,0
NU-104641,Cybersecurity,32,Off-Campus,10.9,28,2,31,2.31,9.7,04/30/2024,0
NU-109196,Information Technology,28,On-Campus,4.2,25,2,78,1.81,9.6,2024-02-29,0
NU-100144,Data Science,22,Off-Campus,6.0,20,2,26,1.39,6.5,04-Oct-2022,0
NU-106740,Cybersecurity,31,Off-Campus,28.5,30,2,41,2.4,13.5,14-Nov-2022,0
NU-102828,Business Analytics,35,With Family,25.9,28,1,62,2.01,,05/23/2024,0
NU-105407,Business Analytics,21,Off-Campus,9.2,20,3,33,1.73,6.9,2023-10-27,0
NU-102369,Data Science,23,On-Campus,7.3,10,3,41,2.26,11.9,10/17/2022,0
NU-105580,Information Technology,25,With Family,13.5,25,1,67,2.42,8.1,2024-02-16,0
NU-100790,Information Science,22,With Family,19.5,20,3,89,1.4,3.2,2024-02-21,0
NU-106473,Cybersecurity,25,Off-Campus,12.5,5,1,43,3.54,15.1,09/23/2022,0
NU-107448,Information Technology,23,With Family,23.8,15,2,25,1.92,5.1,09/11/2022,1
NU-109514,Cybersecurity,28,Off-Campus,3.5,40,1,29,2.36,5.0,2024-02-22,0
NU-106014,Cybersecurity,25,with family,15.4,0,3,20,3.38,16.6,25-Aug-2023,1
NU-100049,Cybersecurity,27,With Family,1.9,0,2,65,3.76,18.0,24-Sep-2022,1
NU-101200,Cybersecurity,25,Off-Campus,20.3,0,3,0,2.66,11.9,11/02/2023,0
NU-101750,Information Science,27,With Family,2.0,20,4,91,2.78,12.7,09/06/2022,0
NU-101058,Information Technology,34,On-Campus,11.299999999999999,28,1,28,2.28,12.1,08/28/2023,0
NU-101428,Cybersecurity,25,On-Campus,6.4,20,1,15,2.99,10.9,2022-10-15,0
NU-108259,Data Science,26,With Family,4.2,0,1,80,2.95,15.6,09/13/2022,0
NU-106319,Learning Technologies,20,off campus,0.7,35,2,31,2.0,12.7,2024-05-22,0
NU-100057,Cyber Security,27,Off-Campus,2.4,28,2,31,2.81,9.2,03/01/2024,0
NU-103870,DataScience,25,On-Campus,8.8,0,4,43,3.39,20.6,10/19/2023,0
NU-109151,Data Science,20,off campus,16.6,5,4,64,2.79,14.7,02/02/2024,0
NU-105452,Cybersecurity,28,Off-campus,4.4,35,2,58,1.99,5.4,2022-10-01,0
NU-109305,Data Science,29,Off-Campus,15.5,5,1,20,2.49,9.4,2024-03-08,1
NU-108060,Information Technology,27,Off-Campus,36.6,12,1,37,1.36,,05/08/2024,0
NU-107454,Cyber Security,21,With Family,46.0,10,0,23,2.83,11.3,12/06/2022,0
NU-103794,Information Technology,32,With Family,9.4,25,2,27,1.55,7.2,20-Oct-2023,1
NU-104927,Data Science,20,Off-Campus,6.9,15,2,35,1.93,,11/19/2022,0
NU-105105,Information Technology,24,With Family,6.0,28,2,36,2.23,10.8,09/27/2023,0
NU-109012,Business Analytics,25,With Family,7.3,28,2,85,2.32,,04/25/2024,1
NU-103341,Business Analytics,24,On-Campus,14.7,15,1,0,1.58,,30-Jan-2024,1
NU-106041,Cybersecurity,26,with family,12.9,20,6,54,3.0,10.5,05/22/2024,0
NU-103655,Cybersecurity,30,With Family,23.9,15,3,44,2.54,,2024-05-07,0
NU-100458,Business Analytics,28,On-Campus,3.6,25,0,40,1.14,5.6,2023-09-01,1
NU-100367,Info Technology,30,Off-Campus,0.9,5,4,116,2.67,9.5,10/14/2023,0
NU-109872,Information Science,21,On-Campus,29.8,15,0,0,0.0,,01/19/2025,0
NU-100022,Information Technology,21,Off-campus,4.8,15,0,61,2.77,10.5,23-May-2024,0
NU-100307,Information Science,25,on-campus,10.7,5,2,62,2.82,12.6,09/15/2022,1
NU-102872,Information Science,24,On-Campus,13.6,20,3,116,2.55,12.2,2024-05-14,0
NU-102949,Information Science,30,Off-Campus,40.1,15,1,29,1.71,7.6,05/18/2024,0
NU-107510,Data Science,27,On-Campus,16.1,5,5,31,1.63,5.4,09/16/2022,0
NU-100986,Cyber Security,26,On-Campus,7.6,30,2,60,2.42,9.9,09/22/2022,0
NU-103144,Information Technology,30,On-Campus,14.5,10,2,31,1.87,9.5,10/03/2023,1
NU-108686,Cybersecurity,26,With Family,14.3,5,0,34,2.36,9.6,05/18/2024,0
NU-108641,Cybersecurity,21,On-Campus,0.7,15,1,68,3.03,19.8,2023-12-15,0
NU-108074,Data Science,25,Off-Campus,0.6,35,2,58,2.09,7.2,10-Dec-2023,0
NU-102833,Information Technology,24,With Family,17.2,15,3,57,0.0,7.0,10/28/2023,0
NU-104508,Cybersecurity,23,Off-Campus,12.1,20,2,69,2.78,9.1,10/23/2022,0
NU-107139,Cybersecurity,25,With Family,17.7,0,4,73,2.52,15.3,03/07/2024,1
NU-104096,Cybersecurity,25,Off-Campus,15.0,25,1,27,2.31,5.0,09/02/2022,0
NU-102667,Information Technology,25,With Family,15.2,40,2,0,1.94,2.2,2024-04-30,0
NU-105496,DataScience,24,Off-Campus,16.0,12,1,66,0.77,4.6,2022-11-20,0
NU-102451,Cybersecurity,29,On-Campus,20.1,20,1,57,1.8,,12/19/2022,0
NU-105297,Data Science,25,Off-campus,9.5,30,1,82,1.95,5.8,09/11/2022,0
NU-102512,Information Technology,25,Off-Campus,2.3,35,2,8,2.04,5.8,2024-04-09,1
NU-107312,Learning Technologies,24,Off-campus,3.5,30,6,0,3.28,16.1,2023-08-25,0
NU-106308,Data Science,24,Off-Campus,5.1,5,4,44,3.46,20.7,19-Nov-2023,0
NU-103785,Data Science,24,Off-Campus,3.5,5,3,84,2.77,,05/05/2024,0
NU-108291,Cyber Security,28,On-Campus,37.7,20,1,69,1.66,,12/05/2022,0
NU-105747,DataScience,21,on-campus,33.8,25,3,67,1.37,,12/10/2022,1
NU-100299,Information Science,22,On-Campus,1.9,25,2,43,0.93,0.5,2022-10-28,1
NU-105523,Learning Technologies,26,off campus,21.5,28,1,16,2.33,,02/27/2024,0
NU-100243,Information Science,19,Off-campus,7.5,18,1,16,2.2,11.1,11/29/2022,0
NU-104775,Data Science,26,Off-Campus,2.9,28,0,27,2.52,9.9,2022-12-15,0
NU-105551,Information Technology,28,With Family,13.8,0,3,22,2.98,16.5,2024-02-25,0
NU-109453,Information Science,21,On-Campus,31.7,40,3,52,2.27,4.1,2023-09-29,1
NU-101883,Data Science,24,Off-Campus,4.3,25,4,41,2.3,9.2,2023-11-05,1
NU-108577,Cybersecurity,26,Off-Campus,3.0,5,0,37,2.94,10.6,2022-10-15,0
NU-101028,Business Analytics,21,On-Campus,7.4,25,2,47,3.06,12.3,13-Feb-2024,0
NU-104538,Cybersecurity,20,off campus,9.7,15,6,25,2.46,9.7,2022-11-18,0
NU-106391,DataScience,25,Off-Campus,3.9,12,4,67,2.3,,08-Sep-2022,1
NU-106583,Learning Technologies,21,With Family,6.7,15,1,48,1.82,6.9,12/03/2022,0
NU-105969,Information Technology,31,Off-Campus,2.1,20,4,14,2.06,,11/23/2023,1
NU-108837,Information Science,26,Off-Campus,20.8,15,0,25,2.3,10.1,10/11/2022,0
NU-101680,Cybersecurity,25,On-Campus,3.2,35,4,41,2.48,,2022-11-07,0
NU-107651,Cybersecurity,27,Off-Campus,2.6,20,4,52,1.98,7.3,04-Oct-2022,0
NU-109998,Cybersecurity,29,With Family,14.2,18,2,40,1.26,7.0,2024-02-06,1
NU-104512,Data Science,27,With Family,6.7,0,1,54,2.76,12.0,02/22/2024,0
NU-105248,Learning Technologies,22,On-Campus,5.5,15,2,48,3.15,12.9,09/25/2022,1
NU-105518,Data Science,28,With Family,13.2,20,1,52,1.91,7.4,12-Sep-2023,0
NU-101916,Learning Technologies,20,Off-Campus,12.3,0,4,19,3.36,17.9,11/21/2022,0
NU-100120,Cybersecurity,25,Off-Campus,2.4,20,0,44,2.3,10.2,03/27/2024,0
NU-102334,Information Technology,27,With Family,7.9,12,2,35,2.5,7.2,05/06/2024,0
NU-101332,Cybersecurity,23,On-Campus,11.2,25,1,34,2.2,7.7,2022-11-23,0
NU-107279,Cyber Security,26,With Family,2.4,25,2,82,2.73,16.9,02/10/2024,0
NU-104357,Business Analytics,20,Off-Campus,3.1,40,1,40,2.96,10.2,10/01/2022,0
NU-108915,Information Technology,21,Off-Campus,6.5,30,1,25,2.41,8.4,2024-02-01,1
NU-108851,Business Analytics,21,Off-Campus,8.7,15,3,42,3.24,9.2,04/02/2024,0
NU-109287,Information Science,24,Off-Campus,5.3,15,0,44,2.82,16.1,10/21/2022,0
NU-100702,Cybersecurity,24,with family,1.6,20,4,43,2.58,8.3,12/15/2023,0
NU-107202,Information Technology,27,Off-Campus,14.1,12,3,48,2.87,12.5,2023-10-17,0
NU-100345,Information Technology,26,Off-Campus,21.6,12,0,49,1.41,0.5,2024-04-20,0
NU-107998,Business Analytics,24,With Family,19.9,28,0,36,1.65,,2022-08-27,1
NU-101795,Information Technology,25,With Family,3.8,0,3,27,2.59,17.8,12-Oct-2023,0
NU-102545,Business Analytics,28,On-Campus,4.7,25,3,51,1.4,,2022-11-10,1
